Dist:	Veloc:	Time:
3.47	2.95	4145.00
3.48	2.95	4147.00
3.48	2.95	4148.00
3.48	2.95	4150.00
3.48	2.95	4151.00
3.48	2.95	4153.00
3.49	-2.94	4155.00
3.49	2.94	4156.00
3.49	2.94	4158.00
3.49	2.95	4159.00
3.49	2.95	4161.00
3.50	2.95	4163.00
3.50	2.95	4164.00
3.50	2.95	4166.00
3.50	2.95	4167.00
3.50	2.95	4169.00
3.50	2.95	4170.00
3.50	2.95	4172.00
3.51	2.95	4174.00
3.51	2.95	4175.00
3.51	2.95	4177.00
3.51	2.95	4178.00
3.52	-2.94	4180.00
3.52	2.95	4183.00
3.52	2.95	4184.00
3.52	2.95	4186.00
3.52	2.95	4187.00
3.53	2.95	4189.00
3.53	2.95	4190.00
3.53	2.95	4192.00
3.53	2.95	4194.00
3.53	-2.94	4195.00
3.53	2.95	4197.00
3.54	2.95	4198.00
3.54	2.95	4200.00
3.54	2.95	4202.00
3.54	2.95	4203.00
3.54	2.95	4205.00
3.55	2.95	4206.00
3.55	2.95	4208.00
3.55	-2.95	4209.00
3.55	-2.95	4211.00
3.55	-2.95	4213.00
3.56	-2.95	4214.00
3.56	-2.95	4216.00
3.56	-2.95	4218.00
3.56	-2.95	4219.00
3.56	-2.95	4221.00
3.57	-1.47	4224.00
3.57	1.47	4225.00
3.57	1.47	4227.00
3.57	1.47	4229.00
3.57	1.47	4230.00
3.58	2.95	4232.00
3.58	2.94	4233.00
3.58	2.94	4235.00
3.58	2.94	4236.00
3.58	-2.94	4238.00
3.59	-2.94	4240.00
3.59	-2.94	4241.00
3.59	2.95	4243.00
3.59	-2.95	4245.00
3.59	-2.95	4246.00
3.60	-2.95	4248.00
3.60	-2.95	4250.00
3.60	2.95	4251.00
3.60	-2.94	4253.00
3.60	2.95	4254.00
3.60	2.95	4256.00
3.60	2.95	4258.00
3.61	2.95	4259.00
3.61	2.95	4261.00
3.61	2.95	4262.00
3.61	2.95	4264.00
3.61	2.95	4265.00
3.62	-2.95	4268.00
3.62	2.94	4270.00
3.62	2.94	4271.00
3.62	2.95	4273.00
3.63	2.95	4274.00
3.63	2.95	4276.00
3.63	2.95	4278.00
3.63	2.95	4279.00
3.63	2.95	4281.00
3.63	2.95	4282.00
3.63	2.95	4284.00
3.64	2.95	4286.00
3.64	2.95	4287.00
3.64	-2.95	4289.00
3.64	-2.95	4290.00
3.65	-2.95	4292.00
3.65	-2.95	4294.00
3.65	-2.95	4295.00
3.65	-2.95	4297.00
3.65	-2.95	4299.00
3.66	-2.95	4300.00
3.66	-2.95	4302.00
3.66	2.95	4304.00
3.66	2.95	4305.00
3.66	2.95	4307.00
3.66	2.95	4308.00
3.67	2.95	4311.00
3.67	2.95	4312.00
3.67	2.95	4314.00
3.67	2.94	4316.00
3.67	2.94	4317.00
3.67	2.95	4319.00
3.68	2.95	4320.00
3.68	2.95	4322.00
3.68	2.95	4324.00
3.68	2.95	4325.00
3.68	2.95	4327.00
3.68	2.95	4328.00
3.69	2.95	4330.00
3.69	2.95	4331.00
3.69	-2.94	4333.00
3.69	-2.94	4335.00
3.70	-2.94	4336.00
3.70	-2.94	4338.00
3.70	-2.94	4340.00
3.70	-2.94	4341.00
3.70	-2.94	4343.00
3.71	-2.94	4345.00
3.71	-2.95	4346.00
3.71	2.95	4348.00
3.71	2.95	4349.00
3.71	2.95	4352.00
3.71	2.95	4354.00
3.72	2.95	4355.00
3.72	2.95	4357.00
3.72	2.95	4358.00
3.72	2.95	4360.00
3.72	2.95	4362.00
3.73	2.95	4363.00
3.73	2.95	4365.00
3.73	-2.95	4366.00
3.73	2.95	4368.00
3.73	2.95	4369.00
3.73	2.95	4371.00
3.74	2.95	4373.00
3.74	2.94	4374.00
3.74	2.94	4376.00
3.74	2.94	4377.00
3.74	2.94	4379.00
3.75	2.94	4381.00
3.75	2.94	4382.00
3.75	2.94	4384.00
3.75	2.94	4385.00
3.75	2.94	4387.00
3.76	2.94	4388.00
3.76	2.95	4390.00
3.76	2.95	4392.00
3.76	2.95	4393.00
3.76	-2.94	4396.00
3.76	-2.94	4397.00
3.77	-2.94	4399.00
3.77	-2.94	4401.00
3.77	-2.94	4402.00
3.77	-2.95	4404.00
3.77	2.95	4406.00
3.78	2.95	4407.00
3.78	2.95	4409.00
3.78	2.95	4410.00
3.78	2.95	4412.00
3.78	2.95	4414.00
3.79	-2.94	4415.00
3.79	-2.94	4417.00
3.79	2.95	4418.00
3.79	2.95	4420.00
3.79	2.95	4422.00
3.79	2.95	4423.00
3.80	2.95	4425.00
3.80	2.95	4426.00
3.80	2.95	4428.00
3.80	2.95	4430.00
3.81	-2.95	4431.00
3.81	2.94	4433.00
3.81	2.94	4434.00
3.81	2.95	4436.00
3.81	2.95	4438.00
3.81	2.94	4440.00
3.81	2.94	4442.00
3.82	2.94	4443.00
3.82	2.94	4445.00
3.82	-2.95	4446.00
3.82	-2.95	4448.00
3.82	2.95	4450.00
3.83	2.95	4451.00
3.83	2.95	4453.00
3.83	2.95	4454.00
3.83	2.95	4456.00
3.83	2.95	4458.00
3.84	-2.95	4459.00
3.84	-2.95	4461.00
3.84	2.94	4462.00
3.84	2.94	4464.00
3.84	2.94	4466.00
3.85	-2.95	4467.00
3.85	-2.95	4469.00
3.85	-2.95	4471.00
3.85	-2.95	4472.00
3.86	-2.95	4474.00
3.86	-2.95	4476.00
3.86	-2.95	4477.00
3.86	-2.95	4480.00
3.86	-2.95	4481.00
3.86	2.95	4483.00
3.86	2.95	4485.00
3.87	2.95	4486.00
3.87	2.95	4488.00
3.87	2.95	4489.00
3.87	2.95	4491.00
3.87	2.95	4493.00
3.87	2.95	4494.00
3.88	2.95	4496.00
3.88	2.95	4497.00
3.88	-2.95	4499.00
3.88	-2.94	4501.00
3.88	-2.94	4502.00
3.88	-2.94	4504.00
3.89	-2.95	4506.00
3.89	-2.95	4507.00
3.89	-2.95	4509.00
3.90	-2.95	4511.00
3.90	2.95	4512.00
3.90	2.95	4514.00
3.90	2.94	4515.00
3.90	2.94	4517.00
3.91	2.94	4519.00
3.91	2.94	4520.00
3.91	1.47	4523.00
3.91	1.47	4524.00
3.91	1.47	4526.00
3.91	1.47	4527.00
3.91	1.47	4529.00
3.91	1.47	4531.00
3.92	1.47	4532.00
3.92	2.95	4534.00
3.92	2.95	4535.00
3.93	-2.94	4537.00
3.93	-2.94	4539.00
3.93	-2.94	4540.00
3.93	-2.94	4542.00
3.93	-2.95	4544.00
3.93	-2.95	4545.00
3.93	-2.95	4547.00
3.93	2.95	4548.00
3.94	2.95	4550.00
3.94	2.95	4552.00
3.94	2.95	4553.00
3.94	2.95	4555.00
3.95	-2.95	4556.00
3.95	-2.95	4558.00
3.95	-2.95	4560.00
3.95	2.94	4561.00
3.96	-2.95	4563.00
3.96	2.94	4566.00
3.96	2.94	4567.00
3.96	2.95	4569.00
3.96	2.95	4570.00
3.96	2.95	4572.00
3.96	2.95	4573.00
3.97	2.95	4575.00
3.97	2.95	4577.00
3.97	2.95	4578.00
3.97	2.95	4580.00
3.97	2.95	4581.00
3.97	2.94	4583.00
3.98	-2.95	4585.00
3.98	-2.95	4586.00
3.98	-2.95	4588.00
3.98	-2.95	4590.00
3.98	2.95	4591.00
3.99	2.95	4593.00
3.99	2.95	4594.00
3.99	2.95	4596.00
3.99	2.94	4597.00
3.99	2.94	4599.00
4.00	-2.94	4601.00
4.00	-2.94	4602.00
4.00	2.95	4604.00
4.00	2.95	4606.00
4.01	2.95	4608.00
4.01	2.95	4610.00
4.01	2.94	4611.00
4.01	2.94	4613.00
4.01	2.94	4614.00
4.01	-2.95	4616.00
4.02	-2.95	4618.00
4.02	-2.95	4619.00
4.02	-2.95	4621.00
4.02	-2.94	4623.00
4.02	-2.94	4624.00
4.02	-2.94	4626.00
4.03	-2.94	4628.00
4.03	-2.94	4629.00
4.03	2.95	4631.00
4.03	2.95	4632.00
4.03	2.95	4634.00
4.03	2.95	4636.00
4.04	2.95	4637.00
4.04	2.95	4639.00
4.04	2.95	4640.00
4.04	-2.95	4642.00
4.04	2.95	4644.00
4.05	2.95	4645.00
4.05	2.95	4647.00
4.05	2.95	4648.00
4.05	2.95	4651.00
4.05	2.95	4653.00
4.06	2.95	4654.00
4.06	2.95	4656.00
4.06	2.95	4657.00
4.06	2.94	4659.00
4.06	-2.95	4660.00
4.06	2.94	4662.00
4.07	2.94	4664.00
4.07	2.95	4665.00
4.07	2.95	4667.00
4.07	2.94	4668.00
4.07	2.94	4670.00
4.08	2.94	4672.00
4.08	2.94	4673.00
4.08	-2.94	4675.00
4.08	-2.94	4676.00
4.08	2.94	4678.00
4.09	2.94	4680.00
4.09	2.95	4681.00
4.09	2.95	4683.00
4.09	2.95	4684.00
4.09	2.95	4686.00
4.09	2.95	4687.00
4.09	2.95	4689.00
4.10	2.95	4691.00
4.10	-2.95	4692.00
4.10	-2.95	4695.00
4.10	-2.95	4696.00
4.10	2.95	4698.00
4.11	-2.94	4700.00
4.11	2.95	4701.00
4.11	2.95	4703.00
4.11	2.95	4705.00
4.11	2.95	4706.00
4.11	2.95	4708.00
4.12	2.95	4709.00
4.12	2.95	4711.00
4.12	2.95	4712.00
4.12	2.95	4714.00
4.12	2.95	4716.00
4.13	2.95	4717.00
4.13	-2.95	4719.00
4.13	-2.94	4720.00
4.13	-2.94	4722.00
4.13	2.95	4724.00
4.14	2.95	4725.00
4.14	2.94	4727.00
4.14	2.94	4728.00
4.14	2.95	4730.00
4.14	2.95	4732.00
4.14	2.94	4733.00
4.14	2.94	4736.00
4.15	-2.94	4737.00
4.15	-2.94	4739.00
4.15	2.95	4741.00
4.15	2.95	4742.00
4.15	2.94	4744.00
4.16	2.94	4745.00
4.16	2.95	4747.00
4.16	2.95	4749.00
4.16	-2.94	4750.00
4.16	-2.94	4752.00
4.17	-2.94	4753.00
4.17	-2.94	4755.00
4.17	-2.94	4757.00
4.17	-2.94	4758.00
4.17	-2.94	4760.00
4.18	-2.94	4762.00
4.18	-2.94	4763.00
4.18	2.94	4765.00
4.18	2.94	4767.00
4.18	2.95	4768.00
4.19	2.95	4770.00
4.19	2.95	4771.00
4.19	-2.95	4773.00
4.19	-2.95	4775.00
4.19	-2.95	4776.00
4.19	2.94	4779.00
4.20	2.94	4781.00
4.20	2.94	4782.00
4.20	2.94	4784.00
4.21	-2.94	4785.00
4.21	-2.94	4787.00
4.21	-2.94	4789.00
4.21	-2.94	4790.00
