Dist:	Veloc:	Time:
0.00	2.95	1076.00
0.01	-2.95	1078.00
0.01	-2.95	1080.00
0.01	-2.95	1081.00
0.01	-2.95	1083.00
0.01	-2.95	1085.00
0.01	-2.95	1086.00
0.01	-2.95	1088.00
0.01	2.95	1089.00
0.01	2.95	1091.00
0.01	2.95	1093.00
0.01	2.95	1094.00
0.01	2.95	1096.00
0.01	-2.95	1097.00
0.01	-2.95	1099.00
0.01	-2.95	1101.00
0.01	-2.95	1102.00
0.01	2.95	1104.00
0.01	2.95	1106.00
0.01	2.95	1107.00
0.01	1.47	1110.00
0.01	-1.47	1111.00
0.01	-1.47	1113.00
0.02	-2.95	1115.00
0.02	-2.95	1116.00
0.02	-2.95	1118.00
0.02	-2.95	1120.00
0.02	2.95	1121.00
0.02	2.95	1123.00
0.02	2.95	1124.00
0.02	2.95	1126.00
0.02	2.95	1128.00
0.02	2.95	1129.00
0.02	2.95	1131.00
0.03	-2.95	1132.00
0.03	-2.95	1134.00
0.03	-2.95	1136.00
0.03	-2.95	1137.00
0.03	-2.95	1139.00
0.03	-2.95	1141.00
0.03	-2.95	1142.00
0.04	-2.95	1144.00
0.04	-2.95	1146.00
0.04	-2.95	1147.00
0.04	-2.95	1149.00
0.04	-2.95	1152.00
0.04	-2.95	1153.00
0.04	-2.95	1155.00
0.04	-2.95	1157.00
0.04	-2.95	1158.00
0.04	2.95	1160.00
0.04	2.95	1161.00
0.04	2.95	1163.00
0.04	2.95	1165.00
0.05	2.95	1166.00
0.05	2.95	1168.00
0.05	2.95	1169.00
0.05	2.95	1171.00
0.05	2.95	1172.00
0.05	2.95	1174.00
0.06	-2.95	1176.00
0.05	2.95	1177.00
0.06	-2.95	1179.00
0.06	-2.95	1181.00
0.06	-2.95	1182.00
0.06	-2.95	1184.00
0.06	2.95	1186.00
0.06	2.95	1187.00
0.06	2.95	1189.00
0.06	2.95	1190.00
0.07	-2.95	1192.00
0.07	-2.95	1193.00
0.07	-2.95	1196.00
0.07	2.95	1198.00
0.07	-2.95	1199.00
0.07	-2.95	1201.00
0.08	-2.95	1203.00
0.08	-2.95	1204.00
0.08	-2.95	1206.00
0.08	-2.95	1208.00
0.08	-2.95	1209.00
0.08	-2.95	1211.00
0.08	-2.95	1213.00
0.09	-2.95	1214.00
0.09	2.95	1216.00
0.09	-2.95	1218.00
0.09	-2.95	1219.00
0.09	2.95	1221.00
0.09	2.95	1222.00
0.09	-2.95	1224.00
0.10	-2.95	1226.00
0.09	2.95	1227.00
0.10	2.95	1229.00
0.10	-2.95	1231.00
0.10	-2.95	1232.00
0.10	2.95	1234.00
0.10	2.95	1235.00
0.11	-2.95	1238.00
0.11	-2.95	1240.00
0.11	-2.95	1241.00
0.11	-2.95	1243.00
0.11	-2.95	1245.00
0.11	-2.95	1246.00
0.11	-2.95	1248.00
0.11	2.95	1250.00
0.12	2.95	1251.00
0.12	-2.95	1253.00
0.12	-2.95	1254.00
0.12	-2.95	1256.00
0.13	-2.95	1258.00
0.12	2.95	1259.00
0.13	2.95	1261.00
0.13	2.95	1263.00
0.13	-2.95	1264.00
0.13	-2.95	1266.00
0.14	-2.95	1267.00
0.14	-2.95	1269.00
0.14	-2.95	1271.00
0.14	-2.95	1272.00
0.14	-2.95	1274.00
0.14	-2.95	1276.00
0.15	-2.95	1277.00
0.15	-2.95	1280.00
0.15	-2.95	1282.00
0.15	-2.95	1283.00
0.15	-2.95	1285.00
0.16	-2.95	1287.00
0.16	-2.95	1288.00
0.16	-2.95	1290.00
0.16	-2.95	1292.00
0.16	-2.95	1293.00
0.16	-2.95	1295.00
0.16	-2.95	1297.00
0.17	-2.95	1298.00
0.17	-2.95	1300.00
0.17	-2.95	1302.00
0.17	2.95	1303.00
0.17	2.95	1305.00
0.18	2.95	1306.00
0.18	2.95	1308.00
0.18	-2.95	1310.00
0.18	-2.95	1311.00
0.18	-2.95	1313.00
0.19	-2.95	1315.00
0.19	-2.95	1316.00
0.19	-2.95	1318.00
0.19	-2.95	1320.00
0.19	-2.95	1321.00
0.19	2.95	1324.00
0.19	2.95	1326.00
0.20	-2.95	1327.00
0.20	-2.95	1329.00
0.20	-2.95	1330.00
0.20	-2.95	1332.00
0.20	-2.95	1334.00
0.21	-2.95	1335.00
0.21	2.95	1337.00
0.21	2.95	1339.00
0.21	2.95	1340.00
0.21	2.95	1342.00
0.22	2.95	1343.00
0.22	-2.95	1345.00
0.22	-2.95	1347.00
0.22	-2.95	1348.00
0.22	2.95	1350.00
0.22	2.95	1351.00
0.23	2.95	1353.00
0.23	2.95	1355.00
0.23	2.95	1356.00
0.23	2.95	1358.00
0.24	2.95	1359.00
0.24	2.95	1361.00
0.24	2.95	1363.00
0.24	-2.95	1364.00
0.24	2.95	1367.00
0.24	-2.95	1368.00
0.25	-2.95	1370.00
0.25	-2.95	1372.00
0.25	-2.95	1373.00
0.25	-2.95	1375.00
0.25	-2.95	1377.00
0.26	-2.95	1378.00
0.26	-2.95	1380.00
0.26	2.95	1382.00
0.26	2.95	1383.00
0.27	2.95	1385.00
0.27	2.95	1386.00
0.27	-2.95	1388.00
0.27	2.95	1390.00
0.27	2.95	1391.00
0.27	-2.95	1393.00
0.27	-2.95	1394.00
0.28	-2.95	1396.00
0.28	-2.95	1398.00
0.28	-2.95	1399.00
0.28	2.95	1401.00
0.28	2.95	1403.00
0.29	2.95	1404.00
0.29	2.95	1406.00
0.29	2.95	1408.00
0.29	2.95	1410.00
0.29	2.95	1411.00
0.29	2.95	1413.00
0.30	2.95	1415.00
0.30	2.95	1416.00
0.30	2.95	1418.00
0.30	-2.95	1419.00
0.30	2.95	1421.00
0.31	-2.95	1423.00
0.31	-2.95	1424.00
0.31	-2.95	1426.00
0.31	2.95	1428.00
0.31	2.95	1429.00
0.32	2.95	1431.00
0.32	2.95	1432.00
0.32	2.95	1434.00
0.32	2.95	1435.00
0.32	2.95	1437.00
0.32	2.95	1439.00
0.33	2.95	1440.00
0.33	2.95	1442.00
0.33	-2.95	1443.00
0.33	-2.95	1445.00
0.33	-2.95	1447.00
0.33	2.95	1448.00
0.34	2.95	1451.00
0.34	2.95	1453.00
0.34	2.95	1454.00
0.34	-2.95	1456.00
0.34	-2.95	1457.00
0.34	-2.95	1459.00
0.35	-2.95	1461.00
0.35	-2.95	1462.00
0.35	-2.95	1464.00
0.35	-2.95	1466.00
0.35	2.95	1467.00
0.36	2.95	1469.00
0.36	2.95	1470.00
0.36	2.95	1472.00
0.36	-2.95	1474.00
0.36	-2.95	1475.00
0.37	-2.95	1477.00
0.37	-2.95	1479.00
0.37	-2.95	1480.00
0.37	-2.95	1482.00
0.37	-2.95	1484.00
0.37	-2.95	1485.00
0.38	-2.95	1487.00
0.38	-2.95	1489.00
0.38	2.95	1490.00
0.38	2.95	1492.00
0.38	2.95	1494.00
0.38	2.95	1496.00
0.39	2.95	1498.00
0.39	2.95	1499.00
0.39	2.95	1501.00
0.39	-2.95	1502.00
0.39	2.95	1504.00
0.39	2.95	1505.00
0.39	2.95	1507.00
0.40	-2.95	1509.00
0.40	2.95	1510.00
0.40	2.95	1512.00
0.40	-2.95	1513.00
0.40	-2.95	1515.00
0.41	-2.95	1517.00
0.41	-2.95	1518.00
0.41	-2.95	1520.00
0.41	-2.95	1522.00
0.42	-2.95	1523.00
0.42	-2.95	1525.00
0.42	2.95	1527.00
0.42	2.95	1528.00
0.42	2.95	1530.00
0.42	2.95	1531.00
0.42	2.95	1533.00
0.43	2.95	1536.00
0.43	2.95	1537.00
0.43	2.95	1539.00
0.43	2.95	1540.00
0.43	2.95	1542.00
0.44	2.95	1544.00
0.44	2.95	1545.00
0.44	2.95	1547.00
0.44	2.95	1548.00
0.44	2.95	1550.00
0.44	2.95	1551.00
0.44	2.95	1553.00
0.45	-2.95	1555.00
0.45	2.95	1556.00
0.45	2.95	1558.00
0.45	2.95	1559.00
0.45	2.95	1561.00
0.46	2.95	1563.00
0.46	2.95	1564.00
0.46	2.95	1566.00
0.46	2.95	1567.00
0.46	2.95	1569.00
0.47	2.95	1570.00
0.47	2.95	1572.00
0.47	2.95	1574.00
0.47	2.95	1575.00
0.47	2.95	1577.00
0.47	2.95	1579.00
0.48	2.95	1581.00
0.48	2.95	1582.00
0.48	2.95	1584.00
0.48	2.95	1586.00
0.48	2.95	1587.00
0.49	2.95	1589.00
0.49	2.95	1590.00
0.49	-2.95	1592.00
0.49	2.95	1594.00
0.49	2.95	1595.00
0.50	2.95	1597.00
0.50	2.95	1598.00
0.50	2.95	1600.00
0.50	2.95	1601.00
0.50	2.95	1603.00
0.51	2.95	1605.00
0.51	2.95	1606.00
0.51	2.95	1608.00
0.51	2.95	1609.00
0.51	2.95	1611.00
0.52	2.95	1612.00
0.52	-2.95	1614.00
0.52	-2.95	1616.00
0.52	-2.95	1617.00
0.53	-2.95	1619.00
0.53	-1.47	1622.00
0.53	-1.47	1623.00
0.53	-1.47	1625.00
0.54	-2.95	1627.00
0.54	-2.95	1628.00
0.54	-2.95	1630.00
0.54	-2.95	1632.00
0.54	2.95	1633.00
0.54	2.95	1635.00
0.54	2.95	1636.00
0.54	2.95	1638.00
0.55	2.95	1640.00
0.55	2.95	1641.00
0.55	2.95	1643.00
0.55	2.95	1644.00
0.56	2.95	1646.00
0.56	2.95	1648.00
0.56	2.95	1649.00
0.56	2.95	1651.00
0.56	2.95	1652.00
0.57	2.95	1654.00
0.57	2.95	1655.00
0.57	2.95	1657.00
0.57	2.95	1659.00
0.57	2.95	1660.00
0.57	2.95	1662.00
0.58	2.95	1664.00
0.58	2.95	1666.00
0.58	2.95	1667.00
0.58	2.95	1669.00
0.58	2.95	1671.00
0.59	2.95	1672.00
0.59	2.95	1674.00
0.59	2.95	1675.00
0.59	2.95	1677.00
0.59	2.95	1678.00
0.59	2.95	1680.00
0.60	2.95	1682.00
0.60	2.95	1683.00
0.60	2.95	1685.00
0.60	2.95	1686.00
0.61	2.95	1688.00
0.61	2.95	1690.00
0.61	2.95	1691.00
0.61	2.95	1693.00
0.61	2.95	1694.00
0.62	2.95	1696.00
0.62	2.95	1697.00
0.62	2.95	1699.00
0.62	2.95	1701.00
0.62	2.95	1702.00
0.62	2.95	1704.00
0.63	2.95	1705.00
0.63	2.95	1708.00
0.63	2.95	1709.00
0.63	2.95	1711.00
0.64	2.95	1713.00
0.64	2.95	1714.00
0.64	2.95	1716.00
0.64	2.95	1717.00
0.65	-2.95	1719.00
0.65	2.95	1721.00
0.65	2.95	1722.00
0.65	2.95	1724.00
0.65	2.95	1725.00
0.65	2.95	1727.00
0.66	2.95	1728.00
0.66	2.95	1730.00
0.66	2.95	1732.00
0.66	2.95	1733.00
0.66	2.95	1735.00
0.67	2.95	1736.00
0.67	2.95	1738.00
0.67	2.95	1739.00
0.67	2.95	1741.00
0.67	2.95	1743.00
0.67	2.95	1744.00
0.68	-2.95	1746.00
0.68	-2.95	1747.00
0.68	-2.95	1750.00
0.68	-2.95	1752.00
0.69	-2.95	1753.00
0.69	-2.95	1755.00
0.69	-2.95	1757.00
0.69	-2.95	1758.00
0.70	-2.95	1760.00
0.70	-2.95	1762.00
0.70	-2.95	1763.00
0.70	-2.95	1765.00
0.70	2.95	1767.00
0.70	2.95	1768.00
0.71	2.95	1770.00
0.71	2.95	1771.00
0.71	2.95	1773.00
0.71	2.95	1775.00
0.71	2.95	1776.00
0.72	2.95	1778.00
0.72	2.95	1779.00
0.72	2.95	1781.00
0.72	2.95	1782.00
0.72	2.95	1784.00
0.72	2.95	1786.00
0.72	2.95	1787.00
0.73	2.95	1789.00
0.73	2.95	1790.00
0.73	2.95	1793.00
0.73	2.95	1795.00
0.74	2.95	1796.00
0.74	2.95	1798.00
0.74	2.95	1799.00
0.74	2.95	1801.00
0.74	2.95	1802.00
0.75	2.95	1804.00
0.75	2.95	1806.00
0.75	2.95	1807.00
0.75	2.95	1809.00
0.75	2.95	1810.00
0.75	2.95	1812.00
0.76	2.95	1813.00
0.76	2.95	1815.00
0.76	2.95	1817.00
0.76	2.95	1818.00
0.76	2.95	1820.00
0.77	2.95	1821.00
0.77	2.95	1823.00
0.77	2.95	1824.00
0.77	2.95	1826.00
0.77	2.95	1828.00
0.77	2.95	1829.00
0.78	2.95	1831.00
0.78	2.95	1832.00
0.78	2.95	1835.00
0.78	2.95	1837.00
0.78	2.95	1838.00
0.79	2.95	1840.00
0.79	2.95	1841.00
0.79	2.95	1843.00
0.79	2.95	1844.00
0.80	2.95	1846.00
0.80	2.95	1848.00
0.80	2.95	1849.00
0.80	2.95	1851.00
0.80	2.95	1852.00
0.80	2.95	1854.00
0.81	2.95	1855.00
0.81	2.95	1857.00
0.81	2.95	1859.00
0.81	-2.95	1860.00
0.81	-2.95	1862.00
0.82	-2.95	1864.00
0.82	-2.95	1865.00
0.82	-2.95	1867.00
0.82	-2.95	1869.00
0.82	-2.95	1870.00
0.82	-2.95	1872.00
0.82	-2.95	1873.00
0.83	-2.95	1875.00
0.83	-2.95	1878.00
0.83	2.95	1879.00
0.83	2.95	1881.00
0.84	2.95	1883.00
0.84	2.95	1884.00
0.84	2.95	1886.00
0.84	2.95	1887.00
0.84	2.95	1889.00
0.85	2.95	1890.00
0.85	2.95	1892.00
0.85	2.95	1894.00
0.85	2.95	1895.00
0.85	2.95	1897.00
0.85	2.95	1898.00
0.86	2.95	1900.00
0.86	2.95	1902.00
0.86	-2.95	1903.00
0.86	-2.95	1905.00
0.87	-2.95	1906.00
0.87	2.95	1908.00
0.87	2.95	1910.00
0.87	2.95	1911.00
0.87	2.95	1913.00
0.87	2.95	1914.00
0.88	2.95	1916.00
0.88	2.95	1918.00
0.88	2.95	1920.00
0.88	2.95	1922.00
0.88	2.95	1923.00
0.89	-2.95	1925.00
0.89	-2.95	1927.00
0.89	-2.95	1928.00
0.89	2.95	1930.00
0.90	2.95	1931.00
0.90	2.95	1933.00
0.90	2.95	1935.00
0.90	2.95	1936.00
0.90	2.95	1938.00
0.90	2.95	1939.00
0.91	2.95	1941.00
0.91	2.95	1942.00
0.91	2.95	1944.00
0.91	2.95	1946.00
0.91	2.95	1947.00
0.92	2.95	1949.00
0.92	2.95	1950.00
0.92	2.95	1952.00
0.92	2.95	1954.00
0.92	2.95	1955.00
0.92	2.95	1957.00
0.92	2.95	1958.00
0.93	2.95	1960.00
0.93	2.95	1961.00
0.93	2.95	1964.00
0.93	2.95	1966.00
0.93	2.95	1967.00
0.94	2.95	1969.00
0.94	2.95	1970.00
0.94	2.95	1972.00
0.94	2.95	1973.00
0.95	2.95	1975.00
0.95	2.95	1977.00
0.95	2.95	1978.00
0.95	2.95	1980.00
0.95	2.95	1981.00
0.95	2.95	1983.00
0.96	2.95	1984.00
0.96	2.95	1986.00
0.96	2.95	1988.00
0.96	2.95	1989.00
0.96	2.95	1991.00
0.97	2.95	1992.00
0.97	2.95	1994.00
0.97	2.95	1996.00
0.97	2.95	1997.00
0.97	2.95	1999.00
0.97	2.95	2000.00
0.98	2.95	2002.00
0.98	2.95	2003.00
0.98	2.95	2006.00
0.98	2.95	2008.00
0.98	2.95	2009.00
0.99	2.95	2011.00
0.99	2.95	2012.00
0.99	2.95	2014.00
0.99	2.95	2015.00
0.99	2.95	2017.00
1.00	2.95	2019.00
1.00	2.95	2020.00
1.00	2.95	2022.00
1.00	2.95	2023.00
1.00	2.95	2025.00
1.00	2.95	2026.00
1.01	2.95	2028.00
1.01	2.95	2030.00
1.01	2.95	2031.00
1.01	2.95	2033.00
1.01	2.95	2034.00
1.02	2.95	2036.00
1.02	2.95	2038.00
1.02	-2.95	2039.00
1.02	-2.95	2041.00
1.02	-2.95	2042.00
1.02	-2.95	2044.00
1.02	-2.95	2046.00
1.03	-2.95	2048.00
1.03	-2.95	2050.00
1.03	-2.95	2052.00
1.03	-2.95	2053.00
1.03	2.95	2055.00
1.04	2.95	2057.00
1.04	2.95	2058.00
1.04	2.95	2060.00
1.04	2.95	2061.00
1.05	2.95	2063.00
1.05	2.95	2065.00
1.05	2.95	2066.00
1.05	2.95	2068.00
1.05	2.95	2069.00
1.05	2.95	2071.00
1.06	2.95	2072.00
1.06	2.95	2074.00
1.06	2.95	2076.00
1.06	2.95	2077.00
1.06	2.95	2079.00
1.07	2.95	2080.00
1.07	2.95	2082.00
1.07	2.95	2083.00
1.07	2.95	2085.00
1.08	2.95	2087.00
1.08	2.95	2088.00
1.08	1.47	2091.00
1.08	1.47	2092.00
1.08	1.47	2094.00
1.08	1.47	2095.00
1.08	1.47	2097.00
1.09	1.47	2099.00
1.09	1.47	2100.00
1.09	1.47	2102.00
1.09	1.47	2103.00
1.10	1.47	2105.00
1.10	1.47	2107.00
1.10	-1.47	2108.00
1.10	2.95	2110.00
1.10	2.95	2111.00
1.11	2.95	2113.00
1.11	2.95	2114.00
1.11	2.95	2116.00
1.11	2.95	2118.00
1.11	-2.95	2119.00
1.12	-2.95	2121.00
1.12	-2.95	2123.00
1.12	-2.95	2124.00
1.12	-2.95	2126.00
1.13	-2.95	2127.00
1.13	-2.95	2129.00
1.13	-2.95	2131.00
1.13	-2.95	2132.00
1.13	-2.95	2135.00
1.13	-2.95	2137.00
1.14	-2.95	2138.00
1.14	-2.95	2140.00
1.14	-2.95	2142.00
1.14	-2.95	2143.00
1.15	-2.95	2145.00
1.15	-2.95	2147.00
1.15	-2.95	2148.00
1.15	-2.95	2150.00
1.15	-2.95	2152.00
1.15	-2.95	2153.00
1.15	2.95	2155.00
1.16	2.95	2157.00
1.16	2.95	2158.00
1.16	2.95	2160.00
1.16	2.95	2161.00
1.17	2.95	2163.00
1.17	2.95	2165.00
1.17	2.95	2166.00
1.17	2.95	2168.00
1.17	2.95	2169.00
1.18	2.95	2171.00
1.18	2.95	2172.00
1.18	2.95	2174.00
1.18	-2.95	2177.00
1.18	-2.95	2178.00
1.19	-2.95	2180.00
1.19	-2.95	2182.00
1.19	-2.95	2183.00
1.19	-2.95	2185.00
1.19	2.95	2187.00
1.20	2.95	2188.00
1.20	2.95	2190.00
1.20	2.95	2191.00
1.20	2.95	2193.00
1.20	2.95	2194.00
1.20	2.95	2196.00
1.21	2.95	2198.00
1.21	2.95	2199.00
1.21	2.95	2201.00
1.21	2.95	2202.00
1.21	2.95	2204.00
1.22	2.95	2205.00
1.22	2.95	2207.00
1.22	-2.95	2209.00
1.22	2.95	2210.00
1.23	2.95	2212.00
1.23	2.95	2213.00
1.23	2.95	2215.00
1.23	2.95	2217.00
1.23	2.95	2219.00
1.23	2.95	2221.00
1.24	2.95	2222.00
1.24	2.95	2224.00
1.24	2.95	2225.00
1.24	-2.95	2227.00
1.24	-2.95	2229.00
1.25	-2.95	2230.00
1.25	-2.95	2232.00
1.25	-2.95	2234.00
1.25	-2.95	2235.00
1.25	2.95	2237.00
1.25	2.95	2239.00
1.26	2.95	2240.00
1.26	2.95	2242.00
1.26	2.95	2243.00
1.26	2.95	2245.00
1.26	2.95	2246.00
1.27	2.95	2248.00
1.27	2.95	2250.00
1.27	2.95	2251.00
1.27	2.95	2253.00
1.27	2.95	2254.00
1.28	2.95	2256.00
1.28	2.95	2258.00
1.28	2.95	2259.00
1.28	1.47	2262.00
1.28	1.47	2263.00
1.28	1.47	2265.00
1.29	1.47	2266.00
1.29	1.47	2268.00
1.29	1.47	2270.00
1.29	1.47	2271.00
1.29	2.95	2273.00
1.30	2.95	2274.00
1.30	2.95	2276.00
1.30	2.95	2277.00
1.30	2.95	2279.00
1.30	2.95	2281.00
1.31	-2.95	2282.00
1.31	-2.95	2284.00
1.31	-2.95	2285.00
1.31	-2.95	2287.00
1.32	-2.95	2289.00
1.32	-2.95	2290.00
1.32	-2.95	2292.00
1.32	-2.95	2294.00
1.32	-2.95	2295.00
1.33	-2.95	2297.00
1.33	-2.95	2299.00
1.33	-2.95	2300.00
1.33	-2.95	2302.00
1.33	2.95	2305.00
1.33	-2.95	2306.00
1.34	-2.95	2308.00
1.34	-2.95	2310.00
1.34	-2.95	2311.00
1.34	-2.95	2313.00
1.34	2.95	2315.00
1.35	2.95	2316.00
1.35	2.95	2318.00
1.35	2.95	2319.00
1.35	2.95	2321.00
1.35	2.95	2323.00
1.35	2.95	2324.00
1.36	2.95	2326.00
1.36	2.95	2327.00
1.36	2.95	2329.00
1.36	2.95	2330.00
1.36	2.95	2332.00
1.37	2.95	2334.00
1.37	2.95	2335.00
1.37	2.95	2337.00
1.37	2.95	2338.00
1.38	2.95	2340.00
1.38	2.95	2341.00
1.38	2.95	2343.00
1.38	2.95	2345.00
1.38	2.95	2347.00
1.38	2.95	2349.00
1.39	2.95	2350.00
1.39	2.95	2352.00
1.39	2.95	2353.00
1.39	2.95	2355.00
1.39	2.95	2357.00
1.40	2.95	2358.00
1.40	2.94	2360.00
1.40	-2.95	2361.00
1.40	2.95	2363.00
1.40	2.95	2365.00
1.41	2.95	2366.00
1.41	2.95	2368.00
1.41	2.95	2369.00
1.41	2.95	2371.00
1.41	2.95	2372.00
1.42	2.95	2374.00
1.42	2.95	2376.00
1.42	2.95	2377.00
1.42	-2.95	2379.00
1.42	-2.95	2380.00
1.43	-2.95	2382.00
1.43	-2.95	2384.00
1.43	-2.95	2385.00
1.43	-2.95	2387.00
1.43	1.47	2390.00
1.43	1.47	2391.00
1.44	1.47	2393.00
1.44	1.47	2394.00
1.44	1.47	2396.00
1.44	1.47	2398.00
1.44	1.47	2399.00
1.45	1.47	2401.00
1.45	1.47	2402.00
1.45	1.47	2404.00
1.45	-1.47	2406.00
1.45	-1.47	2407.00
1.45	-1.47	2409.00
1.45	-1.47	2411.00
1.46	-1.47	2412.00
1.46	-1.47	2414.00
1.46	1.47	2415.00
1.46	1.47	2417.00
1.47	1.47	2419.00
